rent_price,area,build_area,rooms,baths,garages,city
500000,45.0,45.0,1.0,1,0.0,Barranquilla
500000,36.0,36.0,1.0,1,0.0,Ubate
500000,25.0,25.0,1.0,1,1.0,Guaduas
500000,45.0,45.0,1.0,1,0.0,Cartagena de Indias
500000,50.0,50.0,1.0,1,0.0,Palmira
500000,56.0,60.0,2.0,1,0.0,Jamundi
500000,30.0,30.0,1.0,1,1.0,Cali
500000,30.0,30.0,1.0,1,1.0,Cali
500000,50.0,50.0,3.0,1,0.0,Soacha
500000,38.0,38.0,1.0,1,0.0,Manizales
500000,75.0,75.0,2.0,2,1.0,Cali
500000,25.0,25.0,1.0,1,1.0,Cali
500000,50.0,50.0,3.0,1,0.0,Soacha
500000,22.0,22.0,1.0,1,0.0,Manizales
500000,35.0,35.0,2.0,1,1.0,Carepa
500000,30.0,30.0,1.0,1,0.0,Itagui
500000,43.0,43.0,2.0,1,0.0,Soacha
500000,43.84,43.84,3.0,1,0.0,Yumbo
500000,40.0,40.0,1.0,1,0.0,Bello
500000,60.0,60.0,3.0,1,0.0,Cali
500000,40.0,40.0,2.0,1,0.0,Bogotá D.C.
499000,51.0,51.0,3.0,1,0.0,Soacha
499000,35.0,35.0,1.0,1,0.0,Barranquilla
490000,55.0,55.0,2.0,1,0.0,Cali
490000,48.0,48.0,2.0,1,0.0,Cali
490000,57.0,57.0,2.0,1,0.0,Cali
490000,55.0,55.0,2.0,1,0.0,Cali
480000,60.0,60.0,2.0,1,0.0,Jamundi
480000,48.0,48.0,2.0,1,0.0,Bello
480000,45.0,45.0,2.0,2,0.0,Jamundi
480000,43.0,43.0,1.0,1,0.0,Cali
480000,20.0,20.0,1.0,1,0.0,Pereira
480000,60.0,60.0,2.0,1,1.0,Cali
480000,55.0,55.0,3.0,2,0.0,Cali
470000,43.0,43.0,1.0,1,1.0,Cali
470000,37.0,37.0,2.0,1,0.0,Soacha
470000,16.0,16.0,1.0,1,0.0,Bogotá D.C.
470000,43.0,43.0,2.0,1,0.0,Soacha
460000,45.0,45.0,2.0,1,0.0,Cali
460000,45.0,45.0,2.0,1,0.0,Cali
450000,31.0,31.0,2.0,1,0.0,Manizales
450000,33.0,33.0,1.0,1,0.0,Bello
450000,31.0,31.0,2.0,1,0.0,Manizales
450000,27.0,27.0,1.0,1,0.0,Cali
450000,40.0,40.0,2.0,1,0.0,Cali
450000,102.0,102.0,2.0,2,0.0,Cerete
450000,38.0,38.0,1.0,1,0.0,Manizales
450000,50.0,50.0,2.0,1,0.0,Manizales
450000,45.0,45.0,1.0,1,0.0,Cali
450000,35.0,35.0,1.0,1,0.0,Cali
450000,102.0,102.0,3.0,3,0.0,Cerete
450000,40.0,40.0,1.0,1,0.0,Montería
450000,70.0,70.0,2.0,1,1.0,Cali
450000,20.0,20.0,1.0,1,0.0,Pasto
450000,40.0,40.0,2.0,2,1.0,Jamundi
450000,25.0,25.0,1.0,1,0.0,Itagui
450000,42.0,42.0,2.0,1,0.0,Villamaria
450000,35.0,35.0,1.0,1,0.0,Manizales
450000,25.0,25.0,1.0,1,1.0,Barranquilla
450000,25.0,25.0,1.0,1,0.0,Manizales
450000,103.0,103.0,2.0,2,0.0,Cerete
450000,14.0,14.0,1.0,1,0.0,Bogotá D.C.
442000,18.0,18.0,1.0,1,0.0,Manizales
440000,30.0,30.0,1.0,1,0.0,Cali
438000,42.0,42.0,2.0,1,0.0,Soacha
435500,38.0,38.0,2.0,1,0.0,Soacha
430000,65.0,65.0,1.0,1,0.0,Bogotá D.C.
430000,44.0,44.0,2.0,1,0.0,Soacha
420000,55.0,55.0,1.0,1,1.0,Cali
420000,21.0,21.0,1.0,1,0.0,Manizales
420000,20.0,20.0,1.0,1,0.0,Cali
420000,93.0,93.0,1.0,1,0.0,Montería
415000,45.0,45.0,1.0,1,0.0,Bogotá D.C.
410000,25.0,25.0,1.0,1,1.0,Cali
400000,20.0,20.0,1.0,1,0.0,Manizales
400000,25.0,25.0,1.0,1,0.0,Santa Rosa De Cabal
400000,25.0,25.0,1.0,1,0.0,Santa Rosa De Cabal
400000,46.0,46.0,2.0,1,0.0,Soacha
400000,25.0,25.0,1.0,1,0.0,Santa Rosa De Cabal
400000,70.0,68.0,3.0,2,0.0,Espinal
400000,30.0,40.0,1.0,1,0.0,Cali
400000,14.0,14.0,1.0,1,0.0,Funza
400000,10.0,10.0,1.0,1,0.0,Villavicencio
400000,10.0,12.0,1.0,1,1.0,Villavicencio
400000,25.0,25.0,1.0,1,0.0,Santa Rosa De Cabal
400000,25.0,25.0,1.0,1,0.0,Santa Rosa De Cabal
400000,70.0,65.0,2.0,1,0.0,Candelaria
400000,70.0,75.0,3.0,2,0.0,Giron
400000,72.0,72.0,2.0,1,0.0,Soledad
400000,20.0,20.0,1.0,1,0.0,Manizales
400000,60.0,60.0,1.0,1,1.0,Cali
399000,60.0,60.0,2.0,1,0.0,Barranquilla
395000,10.0,10.0,1.0,1,0.0,Cali
380000,30.0,30.0,2.0,1,0.0,Bogotá D.C.
380000,77.0,88.0,2.0,2,2.0,Calima
380000,40.0,1600.0,1.0,1,0.0,Ibagué
380000,30.0,30.0,1.0,1,1.0,Cali
380000,45.0,45.0,2.0,1,0.0,Jamundi
370000,12.0,12.0,5.0,2,0.0,Bogotá D.C.
370000,36.0,40.0,1.0,1,0.0,Cali
370000,18.0,18.0,1.0,1,0.0,Manizales
350000,50.0,100.0,1.0,1,0.0,Ubate
350000,25.0,25.0,1.0,1,0.0,Medellín
350000,83.53,83.53,3.0,2,2.0,Santa Marta
350000,144.0,144.0,3.0,1,1.0,Jamundi
330000,23.0,23.0,1.0,1,0.0,Cali
300000,125.0,125.0,1.0,1,0.0,Cerete
300000,200.0,200.0,1.0,1,1.0,Palmira
300000,98.0,98.0,1.0,1,0.0,Cerete
300000,35.0,35.0,1.0,1,0.0,Cerete
300000,98.0,98.0,1.0,1,0.0,Cerete
280000,55.0,55.0,1.0,1,0.0,Santa Marta
279000,10.0,10.0,1.0,1,1.0,Cali
269000,10.0,10.0,1.0,1,0.0,Cali
150000,190.0,20.0,2.0,2,1.0,Cartagena de Indias
140000,58.0,62.0,1.0,1,1.0,Barranquilla
120000,85.0,85.0,3.0,2,0.0,Bogotá D.C.
111111,125.0,125.0,3.0,2,1.0,Medellín
111111,56.0,56.0,1.0,1,2.0,Medellín
111111,90.0,90.0,3.0,2,1.0,Medellín
111111,45.0,45.0,1.0,1,1.0,Medellín
111111,110.0,110.0,2.0,2,2.0,Medellín
111111,54.0,54.0,1.0,2,2.0,Medellín
111111,85.0,85.0,3.0,2,1.0,Medellín
111111,45.0,45.0,1.0,2,0.0,Medellín
111111,80.0,80.0,2.0,2,1.0,Medellín
111111,63.0,63.0,2.0,2,1.0,Medellín
111111,50.0,50.0,2.0,2,0.0,La Estrella
111111,70.0,70.0,2.0,2,0.0,Medellín
111111,98.0,98.0,3.0,2,2.0,Envigado
111111,47.0,47.0,2.0,1,1.0,Medellín
111111,58.0,58.0,1.0,2,2.0,Medellín
111111,65.0,65.0,2.0,2,0.0,Sabaneta
111111,80.0,80.0,2.0,2,0.0,Medellín
111111,77.0,77.0,1.0,2,2.0,Medellín
111111,54.0,54.0,1.0,2,2.0,Medellín
111111,110.0,110.0,1.0,1,2.0,Medellín
111111,25.0,25.0,1.0,1,0.0,Medellín
111111,82.0,82.0,3.0,2,1.0,Medellín
111111,40.0,40.0,1.0,1,0.0,Medellín
111111,90.0,90.0,1.0,2,2.0,Medellín
111111,85.0,85.0,3.0,2,1.0,Medellín
111111,68.0,68.0,1.0,2,0.0,Medellín
111111,18.0,18.0,1.0,1,0.0,Medellín
111111,65.0,65.0,2.0,2,2.0,Sabaneta
111111,180.0,180.0,3.0,5,2.0,Medellín
111111,118.0,118.0,3.0,2,2.0,Sabaneta
111111,110.0,110.0,4.0,3,1.0,Medellín
111111,215.0,215.0,3.0,4,1.0,Medellín
111111,70.0,70.0,2.0,2,2.0,Medellín
111111,56.0,56.0,2.0,1,2.0,Medellín
111111,70.0,70.0,2.0,2,2.0,Envigado
111111,65.0,65.0,2.0,2,0.0,Medellín
111111,95.0,95.0,3.0,2,2.0,Envigado
111111,79.0,79.0,3.0,2,0.0,Envigado
111111,60.0,60.0,1.0,1,1.0,Itagui
111111,23.0,23.0,1.0,1,0.0,Medellín
111111,90.0,90.0,2.0,2,2.0,Envigado
111111,25.0,25.0,1.0,1,0.0,Medellín
111111,45.0,45.0,1.0,1,1.0,Medellín
111111,120.0,120.0,2.0,2,2.0,Medellín
111111,58.0,58.0,1.0,1,0.0,Sabaneta
111111,70.0,70.0,2.0,2,1.0,Medellín
111111,78.0,78.0,2.0,2,1.0,Medellín
111111,60.0,60.0,2.0,2,1.0,Medellín
111111,25.0,25.0,1.0,1,0.0,Medellín
111111,53.0,53.0,1.0,1,1.0,Medellín
111111,45.0,45.0,1.0,1,0.0,Medellín
111111,50.0,50.0,2.0,2,1.0,Medellín
100000,45.0,43.0,2.0,1,0.0,Villavicencio
45,105.0,105.0,3.0,2,1.0,La Vega
5000000,92.0,92.0,2.0,3,1.0,Bogotá D.C.
5000000,160.0,160.0,3.0,3,2.0,Bogotá D.C.
5000000,150.0,150.0,3.0,4,1.0,Cartagena de Indias
5000000,147.0,147.0,3.0,4,2.0,Bogotá D.C.
5000000,134.0,134.0,3.0,3,2.0,Bogotá D.C.
5000000,108.0,117.51,2.0,2,2.0,Bogotá D.C.
5000000,196.0,196.0,3.0,4,2.0,Bogotá D.C.
5000000,118.0,118.0,1.0,2,2.0,Bogotá D.C.
5000000,150.0,150.0,3.0,4,2.0,Bogotá D.C.
5000000,75.0,75.0,1.0,3,2.0,Bogotá D.C.
5000000,86.0,86.0,3.0,2,2.0,Bogotá D.C.
5000000,186.0,186.0,3.0,4,3.0,Bogotá D.C.
5000000,190.0,190.0,3.0,3,2.0,Medellín
5000000,135.0,135.0,2.0,3,2.0,Bogotá D.C.
5000000,130.0,130.0,2.0,3,2.0,Bogotá D.C.
5000000,145.0,145.0,3.0,3,2.0,Bogotá D.C.
5000000,96.0,96.0,2.0,3,1.0,Cartagena de Indias
5000000,200.0,200.0,4.0,4,2.0,Pereira
5000000,200.0,200.0,3.0,4,4.0,Bogotá D.C.
5000000,150.0,150.0,3.0,5,2.0,Medellín
5000000,106.0,106.0,2.0,2,2.0,Cartagena de Indias
5000000,120.0,120.0,3.0,4,2.0,Envigado
5000000,68.0,68.0,1.0,2,1.0,Bogotá D.C.
5000000,67.0,67.0,1.0,2,2.0,Bogotá D.C.
5000000,108.0,108.0,2.0,3,1.0,Bogotá D.C.
5000000,161.0,161.0,3.0,4,2.0,Bogotá D.C.
5000000,130.0,130.0,3.0,3,3.0,Bogotá D.C.
5000000,115.0,115.0,2.0,2,2.0,Bogotá D.C.
5000000,92.0,92.0,2.0,3,1.0,Bogotá D.C.
5000000,140.0,140.0,3.0,2,2.0,Medellín
5000000,168.0,168.0,3.0,4,2.0,Bogotá D.C.
5000000,120.0,120.0,2.0,2,1.0,Cartagena de Indias
5000000,160.0,160.0,4.0,4,2.0,Manizales
5000000,190.0,190.0,3.0,4,2.0,Barranquilla
5000000,149.0,160.0,3.0,3,2.0,Bogotá D.C.
5000000,187.0,187.0,4.0,3,1.0,Medellín
5000000,82.0,82.0,2.0,2,2.0,Bogotá D.C.
5000000,133.0,133.0,4.0,3,1.0,Envigado
5000000,90.0,90.0,2.0,2,0.0,Cartagena de Indias
5000000,168.0,168.0,3.0,4,2.0,Bogotá D.C.
5000000,92.0,92.0,2.0,2,2.0,Bogotá D.C.
5000000,130.0,130.0,3.0,3,3.0,Bogotá D.C.
5000000,105.0,105.0,3.0,3,1.0,Medellín
5000000,30.0,30.0,1.0,1,0.0,Bogotá D.C.
5000000,156.0,156.0,3.0,3,3.0,Bogotá D.C.
5000000,126.0,126.0,3.0,3,1.0,Medellín
5000000,150.0,150.0,3.0,3,2.0,Bogotá D.C.
5000000,100.0,100.0,2.0,3,0.0,Bogotá D.C.
5000000,102.0,102.0,2.0,3,2.0,Medellín
5000000,182.0,182.0,3.0,3,2.0,Bogotá D.C.
5000000,180.0,180.0,3.0,2,2.0,Bogotá D.C.
5000000,105.0,105.0,3.0,3,2.0,Bogotá D.C.
5000000,185.0,185.0,4.0,4,2.0,Barranquilla
5000000,150.0,150.0,4.0,3,2.0,Medellín
5000000,60.0,60.0,1.0,2,2.0,Bogotá D.C.
5000000,100.0,100.0,4.0,4,1.0,Medellín
5000000,127.0,127.0,3.0,2,2.0,Bogotá D.C.
5000000,121.23,121.23,3.0,3,3.0,Bogotá D.C.
5000000,140.0,140.0,3.0,3,1.0,Barranquilla
5000000,159.0,159.0,3.0,5,0.0,Barranquilla
5000000,175.0,175.0,3.0,4,2.0,Bogotá D.C.
5000000,103.0,103.0,3.0,3,2.0,Bogotá D.C.
5000000,147.0,147.0,3.0,5,2.0,Bogotá D.C.
5000000,155.0,155.0,2.0,2,2.0,Bogotá D.C.
5000000,213.0,213.0,2.0,4,2.0,Bogotá D.C.
5000000,160.0,160.0,4.0,4,3.0,Bogotá D.C.
5000000,111.0,111.0,2.0,2,2.0,Barranquilla
5000000,119.0,119.0,3.0,3,2.0,Bogotá D.C.
5000000,130.0,130.0,3.0,0,2.0,Retiro
5000000,95.0,95.0,3.0,3,2.0,Bogotá D.C.
5000000,90.0,90.0,2.0,3,2.0,Bogotá D.C.
5000000,140.0,140.0,3.0,2,1.0,Cartagena de Indias
5000000,103.0,115.0,2.0,3,2.0,Bogotá D.C.
5000000,92.0,92.0,2.0,2,2.0,Envigado
5000000,150.0,196.0,3.0,4,2.0,Bogotá D.C.
5000000,132.0,132.0,2.0,2,2.0,Bogotá D.C.
5000000,175.0,175.0,4.0,2,1.0,Medellín
5000000,210.0,210.0,3.0,5,3.0,Bogotá D.C.
5000000,70.0,70.0,2.0,2,1.0,Medellín
5000000,146.0,146.0,3.0,3,2.0,Medellín
5000000,98.0,98.0,3.0,2,1.0,Envigado
5000000,135.0,135.0,2.0,2,2.0,Bogotá D.C.
5000000,95.0,95.0,2.0,3,2.0,Medellín
5000000,14.0,131.0,3.0,3,2.0,Bogotá D.C.
5000000,130.0,130.0,2.0,3,1.0,Bogotá D.C.
5000000,165.0,165.0,4.0,4,2.0,Bogotá D.C.
5000000,89.0,89.0,2.0,3,1.0,Cali
5000000,230.0,230.0,1.0,3,2.0,Bogotá D.C.
5000000,70.0,87.0,2.0,2,1.0,Bogotá D.C.
5000000,100.0,100.0,3.0,2,2.0,Medellín
5000000,145.0,145.0,3.0,4,2.0,Bogotá D.C.
5000000,70.0,70.0,1.0,3,2.0,Bogotá D.C.
5000000,149.0,149.0,3.0,4,1.0,Cartagena de Indias
5000000,177.0,177.0,3.0,3,2.0,Medellín
5000000,165.0,165.0,3.0,3,0.0,Barranquilla
5000000,126.0,126.0,3.0,3,2.0,Bogotá D.C.
5000000,177.0,177.0,3.0,3,0.0,Cartagena de Indias
5000000,165.0,165.0,3.0,3,1.0,Bogotá D.C.
5000000,100.0,100.0,2.0,3,1.0,Medellín
5000000,112.0,112.0,2.0,1,1.0,Bogotá D.C.
5000000,210.0,210.0,3.0,4,2.0,Medellín
5000000,200.0,200.0,4.0,4,2.0,Pereira
5000000,234.0,234.0,3.0,3,2.0,Medellín
5000000,174.0,174.0,3.0,3,2.0,Medellín
5000000,183.0,183.0,3.0,5,3.0,Bogotá D.C.
5000000,145.0,145.0,3.0,3,3.0,Bogotá D.C.
5000000,140.0,140.0,3.0,3,2.0,Bogotá D.C.
5000000,200.0,200.0,3.0,4,2.0,Bogotá D.C.
5000000,230.0,230.0,5.0,4,2.0,Medellín
5000000,100.0,100.0,2.0,3,2.0,Bogotá D.C.
5000000,150.0,150.0,3.0,3,2.0,Medellín
5000000,152.0,152.0,3.0,4,2.0,Envigado
5000000,120.0,120.0,2.0,3,2.0,Bogotá D.C.
5000000,74.0,74.0,2.0,2,2.0,Bogotá D.C.
5000000,167.0,167.0,2.0,4,2.0,Bogotá D.C.
5000000,150.0,150.0,3.0,3,2.0,Bogotá D.C.
5000000,145.0,155.0,2.0,3,2.0,Bogotá D.C.
5000000,168.0,168.0,3.0,4,2.0,Bogotá D.C.
5000000,170.0,170.0,3.0,4,2.0,Bogotá D.C.
5000000,93.0,93.0,2.0,2,2.0,Envigado
5000000,82.0,82.0,2.0,3,2.0,Bogotá D.C.
5000000,178.0,178.0,2.0,4,2.0,Medellín
5000000,90.0,90.0,2.0,3,2.0,Bogotá D.C.
5000000,180.0,180.0,3.0,2,2.0,Medellín
5000000,130.0,130.0,3.0,2,1.0,Bogotá D.C.
5000000,197.0,197.0,4.0,4,3.0,Bogotá D.C.
5000000,180.0,180.0,3.0,3,2.0,Medellín
5000000,194.0,154.0,3.0,3,2.0,Cundinamarca
5000000,91.0,91.0,2.0,3,2.0,Bogotá D.C.
5000000,113.0,113.0,2.0,2,1.0,Medellín
5000000,114.0,114.0,3.0,3,2.0,Bogotá D.C.
5000000,205.0,205.0,3.0,5,4.0,Bogotá D.C.
5000000,176.0,183.0,3.0,3,3.0,Bogotá D.C.
5000000,160.0,160.0,3.0,4,2.0,Bogotá D.C.
5000000,172.0,172.0,3.0,3,2.0,Bogotá D.C.
5000000,150.0,150.0,3.0,3,2.0,Bogotá D.C.
5000000,120.0,120.0,2.0,3,2.0,Bogotá D.C.
5000000,100.0,100.0,2.0,3,0.0,Bogotá D.C.
5000000,101.0,101.0,3.0,2,1.0,Bogotá D.C.
5000000,170.0,170.0,3.0,4,1.0,Medellín
5000000,64.0,64.0,1.0,2,1.0,Medellín
5000000,114.0,114.0,2.0,3,2.0,Bogotá D.C.
5000000,115.0,115.0,3.0,3,2.0,Bogotá D.C.
5000000,120.0,120.0,2.0,3,2.0,Medellín
5000000,200.0,200.0,4.0,5,2.0,Envigado
5000000,227.0,227.0,3.0,4,2.0,Cartagena de Indias
5000000,127.0,127.0,3.0,4,1.0,Medellín
5000000,195.0,195.0,3.0,3,2.0,Bogotá D.C.
5000000,220.0,220.0,4.0,4,2.0,Cali
5000000,140.0,140.0,2.0,3,3.0,Bogotá D.C.
5000000,107.0,167.0,2.0,2,2.0,Bogotá D.C.
5000000,212.0,212.0,5.0,5,2.0,Cali
5000000,180.0,180.0,3.0,4,2.0,Bogotá D.C.
5000000,73.0,73.0,2.0,3,2.0,Bogotá D.C.
5000000,131.1,131.1,3.0,3,2.0,Bogotá D.C.
5000000,132.0,132.0,2.0,2,2.0,Bogotá D.C.
5000000,80.0,84.0,2.0,2,1.0,Bogotá D.C.
5000000,63.0,63.0,2.0,2,2.0,Bogotá D.C.
5000000,160.0,160.0,3.0,4,2.0,Bogotá D.C.
5000000,198.0,156.0,3.0,5,2.0,Bogotá D.C.
5000000,42.0,42.0,1.0,1,1.0,Medellín
5000000,113.0,113.0,3.0,3,1.0,Medellín
5000000,200.0,230.0,4.0,5,4.0,Bogotá D.C.
5000000,201.0,201.0,1.0,4,3.0,Cali
5000000,72.0,72.0,2.0,2,1.0,Cartagena de Indias
5000000,68.0,68.0,2.0,2,1.0,Medellín
5000000,120.0,120.0,3.0,3,2.0,Bogotá D.C.
5000000,130.0,130.0,3.0,3,1.0,Medellín
5000000,100.0,100.0,2.0,3,2.0,Bogotá D.C.
5000000,100.0,100.0,2.0,3,2.0,Bogotá D.C.
5000000,167.0,167.0,3.0,3,2.0,Bogotá D.C.
5000000,198.0,198.0,3.0,5,3.0,Bogotá D.C.
5000000,80.0,80.0,1.0,2,2.0,Bogotá D.C.
5000000,138.0,138.0,3.0,3,2.0,Bogotá D.C.
5000000,70.0,72.0,2.0,2,1.0,Bogotá D.C.
5000000,135.0,135.0,3.0,3,2.0,Bogotá D.C.
5000000,97.0,97.0,2.0,3,2.0,Bogotá D.C.
5000000,120.0,120.0,3.0,3,2.0,Bogotá D.C.
5000000,148.0,148.0,3.0,3,2.0,Bogotá D.C.
5000000,139.0,139.0,3.0,4,2.0,Medellín
5000000,176.0,176.0,3.0,4,2.0,Bogotá D.C.
5000000,198.0,198.0,3.0,4,3.0,Medellín
5000000,120.0,120.0,2.0,3,2.0,Bogotá D.C.
5000000,165.0,165.0,3.0,3,2.0,Barranquilla
5000000,150.0,150.0,2.0,3,2.0,Barranquilla
5000000,180.0,180.0,3.0,3,2.0,Bogotá D.C.
5000000,170.0,170.0,3.0,4,2.0,Medellín
5000000,210.0,210.0,5.0,4,2.0,Bogotá D.C.
5000000,145.0,145.0,2.0,3,2.0,Bogotá D.C.
5000000,220.0,220.0,3.0,4,2.0,Medellín
5000000,65.0,65.0,1.0,2,1.0,Envigado
5000000,164.0,164.0,3.0,4,2.0,Envigado
5000000,180.0,180.0,3.0,3,1.0,Cartagena de Indias
5000000,120.0,120.0,2.0,3,2.0,Bogotá D.C.
5000000,187.0,187.0,4.0,3,1.0,Medellín
5000000,65.0,65.0,2.0,2,1.0,Bogotá D.C.
5000000,190.0,190.0,3.0,4,2.0,Bogotá D.C.
5000000,135.0,143.0,3.0,3,2.0,Bogotá D.C.
5000000,130.0,130.0,3.0,3,2.0,Bogotá D.C.
5000000,135.0,135.0,3.0,3,0.0,Cartagena de Indias
5000000,70.0,70.0,1.0,1,1.0,Cartagena de Indias
5000000,100.0,100.0,2.0,2,2.0,Bogotá D.C.
5000000,93.65,93.65,2.0,2,1.0,Cartagena de Indias
5000000,63.0,65.0,1.0,2,2.0,Bogotá D.C.
5000000,68.0,68.0,1.0,2,2.0,Bogotá D.C.
5000000,200.0,200.0,3.0,4,2.0,Bogotá D.C.
5000000,160.0,160.0,3.0,4,2.0,Bogotá D.C.
5000000,185.0,185.0,3.0,3,2.0,Cundinamarca
5000000,150.0,150.0,3.0,4,2.0,Bogotá D.C.
5000000,132.0,132.0,3.0,4,2.0,Bogotá D.C.
5000000,118.0,118.0,2.0,3,1.0,Bogotá D.C.
5000000,144.0,144.0,3.0,4,1.0,Envigado
5000000,110.0,110.0,3.0,2,2.0,Puerto Colombia
5000000,170.0,170.0,3.0,4,2.0,Bogotá D.C.
5000000,50.0,50.0,1.0,2,1.0,Envigado
5000000,89.0,97.0,2.0,2,1.0,Bogotá D.C.
5000000,100.0,100.0,2.0,2,2.0,Bogotá D.C.
5000000,73.0,73.0,3.0,2,1.0,Medellín
5000000,205.0,205.0,3.0,3,3.0,Bogotá D.C.
5000000,200.0,200.0,3.0,4,1.0,Bogotá D.C.
5000000,96.0,96.0,2.0,3,2.0,Bogotá D.C.
5000000,133.0,133.0,3.0,4,2.0,Envigado
5000000,200.0,200.0,3.0,4,2.0,Bogotá D.C.
5000000,102.0,102.0,3.0,3,2.0,Bogotá D.C.
5000000,179.0,189.0,3.0,4,3.0,Bogotá D.C.
5000000,160.0,160.0,3.0,4,2.0,Bogotá D.C.
5000000,180.0,180.0,3.0,5,2.0,Bogotá D.C.
5000000,109.0,120.0,3.0,4,0.0,Bogotá D.C.
5000000,83.14,83.14,2.0,2,2.0,Bogotá D.C.
5000000,150.0,150.0,3.0,3,2.0,Medellín
5000000,190.0,190.0,4.0,3,1.0,Medellín
5000000,103.0,103.0,3.0,3,3.0,Bogotá D.C.
5000000,142.0,152.0,3.0,4,2.0,Bogotá D.C.
5000000,110.0,110.0,3.0,2,1.0,Bogotá D.C.
5000000,180.0,180.0,3.0,3,3.0,Bogotá D.C.
5000000,220.0,220.0,4.0,4,3.0,Bogotá D.C.
5000000,90.0,90.0,2.0,2,2.0,Bogotá D.C.
5000000,140.0,140.0,3.0,4,2.0,Medellín
5000000,192.89,192.89,3.0,4,3.0,Bogotá D.C.
5000000,210.0,210.0,3.0,3,4.0,Bogotá D.C.
5000000,87.0,87.0,2.0,2,2.0,Bogotá D.C.
5000000,130.0,130.0,2.0,2,0.0,Medellín
5000000,176.0,176.0,3.0,4,2.0,Bogotá D.C.
5000000,176.0,176.0,3.0,4,2.0,Bogotá D.C.
5000000,127.0,127.0,3.0,2,0.0,Itagui
5000000,215.0,215.0,4.0,5,3.0,Medellín
5000000,140.0,140.0,3.0,3,1.0,Barranquilla
5000000,100.0,100.0,4.0,4,1.0,Medellín
5000000,90.0,90.0,2.0,3,2.0,Medellín
5000000,90.0,90.0,3.0,2,1.0,Medellín
5000000,237.0,237.0,3.0,4,2.0,Cali
5000000,73.0,73.0,1.0,2,1.0,Santa Marta
5000000,95.0,95.0,1.0,1,0.0,Cartagena de Indias
5000000,187.0,200.0,3.0,5,2.0,Bogotá D.C.
5000000,185.0,190.0,3.0,4,4.0,Bogotá D.C.
5000000,91.0,96.42,4.0,4,2.0,Cali
5000000,160.0,160.0,3.0,3,2.0,Bogotá D.C.
5000000,128.0,128.0,3.0,3,2.0,Bogotá D.C.
5000000,164.0,164.0,4.0,3,2.0,Bogotá D.C.
5000000,212.0,212.0,3.0,3,2.0,Cartagena de Indias
5000000,185.0,185.0,3.0,4,2.0,Medellín
5000000,90.0,90.0,2.0,2,1.0,Cartagena de Indias
5000000,80.0,80.0,2.0,3,2.0,Bogotá D.C.
4990000,189.0,189.0,4.0,5,2.0,Cali
4988000,135.0,135.0,3.0,3,2.0,Bogotá D.C.
4980000,189.0,210.0,3.0,4,2.0,Bogotá D.C.
4980000,210.0,210.0,3.0,4,2.0,Bogotá D.C.
4980000,210.0,210.0,3.0,5,2.0,Bogotá D.C.
4980000,138.0,138.0,3.0,4,2.0,Bogotá D.C.
4970000,234.0,234.0,4.0,5,3.0,Bogotá D.C.
4970000,234.0,234.0,4.0,5,3.0,Bogotá D.C.
4970000,169.0,169.0,3.0,3,2.0,Bogotá D.C.
4950400,53.06,53.06,1.0,1,1.0,Bogotá D.C.
4950000,150.0,150.0,3.0,3,2.0,Barranquilla
4950000,140.0,147.0,3.0,3,3.0,Bogotá D.C.
4950000,134.0,134.0,3.0,4,2.0,Envigado
4950000,125.0,125.0,3.0,3,2.0,Medellín
4950000,200.0,200.0,3.0,4,2.0,Medellín
4950000,152.0,152.0,2.0,3,2.0,Bogotá D.C.
4950000,210.0,210.0,3.0,4,2.0,Envigado
4950000,146.0,146.0,3.0,2,2.0,Bogotá D.C.
4950000,143.0,143.0,3.0,3,3.0,Cundinamarca
4950000,127.0,127.0,3.0,2,2.0,Envigado
4947415,119.0,119.0,2.0,3,0.0,Bogotá D.C.
4939170,142.0,142.0,3.0,3,2.0,Bogotá D.C.
4939170,142.0,142.0,3.0,3,2.0,Bogotá D.C.
4937000,240.0,240.0,4.0,5,3.0,Bogotá D.C.
4900000,100.0,100.0,2.0,3,2.0,Bogotá D.C.
4900000,153.0,153.0,3.0,3,2.0,Bogotá D.C.
4900000,115.0,115.0,2.0,3,2.0,Bogotá D.C.
4900000,150.0,150.0,3.0,4,1.0,Medellín
4900000,164.0,164.0,3.0,4,2.0,Medellín
4900000,182.0,182.0,3.0,4,4.0,Medellín
4900000,98.0,98.0,3.0,3,2.0,Medellín
4900000,134.0,134.0,3.0,4,2.0,Envigado
4900000,180.0,180.0,4.0,3,2.0,Medellín
4900000,150.0,150.0,3.0,3,2.0,Medellín
4900000,147.0,147.0,3.0,4,2.0,Bogotá D.C.
4900000,90.0,104.0,2.0,3,2.0,Bogotá D.C.
4900000,80.0,80.0,2.0,2,1.0,Medellín
4900000,150.4,180.0,3.0,3,3.0,Bogotá D.C.
4900000,178.0,178.0,5.0,4,1.0,Medellín
4900000,90.0,90.0,3.0,2,1.0,Pereira
4900000,160.0,160.0,2.0,3,2.0,Bogotá D.C.
4900000,130.0,130.0,2.0,3,2.0,Bogotá D.C.
4900000,112.0,112.0,3.0,3,2.0,Bogotá D.C.
4900000,176.0,176.0,3.0,5,2.0,Bogotá D.C.
4900000,105.0,105.0,2.0,2,2.0,Bogotá D.C.
4900000,173.0,173.0,3.0,4,2.0,Bogotá D.C.
4900000,153.0,153.0,2.0,2,3.0,Medellín
